Country,Year,Cause,Sex,Total Deaths,Under 1 Yr Old,Age 1 Through 4,Age 5 Through 19,Age 20 Through 24,Age 25 Through 34,Age 35 Through 44,Age 45 Through 64,Age 65 Through 79,Age 80 and Above,Unspecified Age,Pop1,name
5150,2000,C113,1,0.0010564403243271795,0.0,0.0,0.0,0.0,0.0,0.0,102.32152761270896,0.0,,0.0,1893150.0,New Zealand
5150,2000,C118,1,0.0005282201621635898,0.0,0.0,0.0,0.0,0.0,75.28721971317646,0.0,0.0,,0.0,1893150.0,New Zealand
5150,2000,C119,1,0.0015846604864907692,0.0,0.0,0.0,0.0,0.0,0.0,111.53368724084197,0.0,,0.0,1893150.0,New Zealand
5150,2000,C119,2,0.00254569522936714,0.0,0.0,0.0,0.0,77.21093630670536,0.0,108.4669823328751,31.953566519016345,,0.0,1964100.0,New Zealand
5150,2000,C12,1,0.004753981459472308,0.0,0.0,0.0,0.0,0.0,0.0,88.26558909753585,106.62652193434224,,0.0,1893150.0,New Zealand
5150,2000,C130,1,0.0005282201621635898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.902543380080818,,0.0,1893150.0,New Zealand
5150,2000,C130,2,0.000509139045873428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.035945216638666,,0.0,1964100.0,New Zealand
5150,2000,C132,1,0.0005282201621635898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.429891978976837,,0.0,1893150.0,New Zealand
5150,2000,C138,1,0.0015846604864907692,0.0,0.0,0.0,0.0,0.0,0.0,137.0044634603703,0.0,,0.0,1893150.0,New Zealand
5150,2000,C140,1,0.0031693209729815384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.52906531442306,,0.0,1893150.0,New Zealand
5150,2000,C140,2,0.000509139045873428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1964100.0,New Zealand
5150,2000,C150,1,0.0005282201621635898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.429891978976837,,0.0,1893150.0,New Zealand
5150,2000,C150,2,0.000509139045873428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1964100.0,New Zealand
5150,2000,C151,2,0.000509139045873428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1964100.0,New Zealand
5150,2000,C153,1,0.004225761297308718,0.0,0.0,0.0,0.0,0.0,0.0,48.73887436283443,196.3341520745847,,0.0,1893150.0,New Zealand
5150,2000,C153,2,0.002036556183493712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.686981314597016,,0.0,1964100.0,New Zealand
5150,2000,C154,1,0.007395082270290257,0.0,0.0,0.0,0.0,0.0,80.02007236616222,141.8482423474104,213.25304386868447,,0.0,1893150.0,New Zealand
5150,2000,C154,2,0.006109668550481137,0.0,0.0,0.0,0.0,0.0,0.0,100.40731123669875,174.65505829642075,,0.0,1964100.0,New Zealand
5150,2000,C155,1,0.029580329081161028,0.0,0.0,0.0,0.0,0.0,75.28721971317646,625.3440033806089,894.3031455510657,,0.0,1893150.0,New Zealand
5150,2000,C155,2,0.011201059009215416,0.0,0.0,0.0,0.0,0.0,0.0,147.95580673081818,308.71646046535307,,0.0,1964100.0,New Zealand
5150,2000,C158,1,0.002112880648654359,0.0,0.0,0.0,0.0,0.0,0.0,106.74801257163986,21.429891978976837,,0.0,1893150.0,New Zealand
5150,2000,C159,1,0.02324168713519795,0.0,0.0,0.0,0.0,0.0,75.28721971317646,555.5027335393391,554.0659746982542,,0.0,1893150.0,New Zealand
5150,2000,C159,2,0.01018278091746856,0.0,0.0,0.0,0.0,0.0,0.0,39.48882439794308,172.47085178962374,,0.0,1964100.0,New Zealand
5150,2000,C160,1,0.03486253070279693,0.0,0.0,0.0,0.0,74.10400654993,230.59451179251514,826.532498745477,1082.7139951931963,,0.0,1893150.0,New Zealand
5150,2000,C160,2,0.011710198055088845,0.0,0.0,0.0,0.0,0.0,0.0,335.4004378595794,170.38847309200142,,0.0,1964100.0,New Zealand
5150,2000,C161,1,0.002112880648654359,0.0,0.0,0.0,0.0,0.0,0.0,102.32152761270896,55.29408657528458,,0.0,1893150.0,New Zealand
5150,2000,C161,2,0.0015274171376202842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.40990784583269,,0.0,1964100.0,New Zealand
5150,2000,C162,1,0.010564403243271797,0.0,0.0,0.0,0.0,0.0,0.0,243.75247603201012,298.9726117845918,,0.0,1893150.0,New Zealand
5150,2000,C162,2,0.007127946642227993,0.0,0.0,0.0,0.0,70.8161498905351,0.0,147.95580673081818,134.06140216893232,,0.0,1964100.0,New Zealand
5150,2000,C163,1,0.010036183081108206,0.0,0.0,0.0,0.0,0.0,0.0,239.32599107307925,315.9179145867998,,0.0,1893150.0,New Zealand
5150,2000,C163,2,0.006109668550481137,0.0,0.0,0.0,0.0,77.21093630670536,0.0,147.95580673081818,117.09688916042971,,0.0,1964100.0,New Zealand
5150,2000,C164,1,0.002112880648654359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.15828117159232,,0.0,1893150.0,New Zealand
5150,2000,C164,2,0.001018278091746856,0.0,0.0,0.0,0.0,0.0,0.0,66.20335013492185,27.686981314597016,,0.0,1964100.0,New Zealand
5150,2000,C165,1,0.004753981459472308,0.0,0.0,0.0,0.0,0.0,0.0,115.96017219977287,115.62211129598816,,0.0,1893150.0,New Zealand
5150,2000,C165,2,0.004582251412860852,0.0,0.0,0.0,0.0,0.0,163.4947304108752,227.52914821037626,0.0,,0.0,1964100.0,New Zealand
5150,2000,C166,1,0.002641100810817949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.15387053323825,,0.0,1893150.0,New Zealand
5150,2000,C166,2,0.0030548342752405684,0.0,0.0,0.0,0.0,0.0,75.4034926938547,39.48882439794308,65.98951173565501,,0.0,1964100.0,New Zealand
5150,2000,C168,1,0.004753981459472308,0.0,0.0,0.0,0.0,0.0,0.0,176.5311781950717,29.902543380080818,,0.0,1893150.0,New Zealand
5150,2000,C168,2,0.006618807596354565,0.0,0.0,0.0,0.0,0.0,81.7473652054376,200.8146224733975,151.23466218624307,,0.0,1964100.0,New Zealand
5150,2000,C169,1,0.02641100810817949,0.0,0.0,0.0,0.0,0.0,75.28721971317646,662.2507461109791,529.7203074241344,,0.0,1893150.0,New Zealand
5150,2000,C169,2,0.02087470088081055,0.0,0.0,0.0,0.0,77.21093630670536,163.4947304108752,47.54849549411944,606.9191996334199,,0.0,1964100.0,New Zealand
5150,2000,C170,1,0.002641100810817949,0.0,0.0,0.0,0.0,0.0,0.0,151.06040197554339,42.859783957953674,,0.0,1893150.0,New Zealand
5150,2000,C170,2,0.00254569522936714,0.0,0.0,0.0,0.0,0.0,0.0,161.30034112316073,34.035945216638666,,0.0,1964100.0,New Zealand
5150,2000,C171,2,0.001018278091746856,0.0,0.0,0.0,0.0,0.0,75.4034926938547,0.0,34.035945216638666,,0.0,1964100.0,New Zealand
5150,2000,C172,1,0.0036975411351451285,0.0,0.0,0.0,0.0,0.0,0.0,178.7549850777804,131.49512716900404,,0.0,1893150.0,New Zealand
5150,2000,C172,2,0.002036556183493712,0.0,0.0,0.0,0.0,0.0,0.0,87.03731989206253,27.686981314597016,,0.0,1964100.0,New Zealand
